ENSG00000100347	SAMM50	10	10	9	7	7	5	6	7	10	7	6	11	7	8	9	4	5	8	2	4	6	8	5	17	7	8	6	6	7	7	6	9
ENSG00000112715	VEGFA	16	15	1	12	12	6	4	6	15	27	7	5	25	12	14	9	28	2	5	6	41	6	5	10	7	13	9	17	19	0.8	61	3
ENSG00000118137	APOA1	0.3	0.3	7	2	0	0	0	0	679	0.5	0	3	0.8	9	0.5	3693	0.2	0.3	0.1	0.4	0.2	0.1	0	0	0	1764	0.7	1	7	150	0.7	0
ENSG00000119912	IDE	5	8	4	8	9	4	3	9	7	7	11	6	9	6	6	5	5	8	2	5	10	9	5	6	33	6	9	5	7	19	11	10
ENSG00000130203	APOE	146	443	38	27	20	5	152	30	12	8	0.9	7	31	6	400	381	21	72	2	41	6	7	10	4	21	16	4	220	39	32	4	16
ENSG00000130204	TOMM40	7	11	7	12	7	10	7	10	11	7	9	9	5	8	5	3	6	11	3	8	7	9	5	5	9	9	6	8	5	8	7	10
ENSG00000143353	LYPLAL1	8	13	8	6	6	2	8	5	6	8	5	5	7	16	19	7	6	10	2	6	11	5	4	4	8	6	6	5	5	6	11	9
ENSG00000145982	FARS2	4	6	4	6	6	5	3	5	4	5	5	11	4	5	6	3	5	6	2	4	4	6	3	4	4	4	6	6	4	7	8	6
ENSG00000163468	CCT3	23	51	43	52	44	27	36	40	35	48	39	61	32	25	37	20	25	52	10	36	37	45	21	18	35	32	58	32	30	67	41	65
ENSG00000164111	ANXA5	176	128	111	157	123	43	49	61	46	153	53	129	175	55	59	32	124	61	23	213	107	80	87	13	35	48	161	88	79	60	72	66
ENSG00000166441	RPL27A	43	47	101	71	51	122	20	72	60	52	38	82	32	22	36	27	42	102	32	62	55	55	60	37	31	58	40	92	58	19	51	100
ENSG00000170855	TRIAP1	13	14	8	13	16	16	10	14	12	10	11	13	11	6	10	18	12	15	10	18	13	13	9	14	13	11	13	9	11	10	10	18
ENSG00000175806	MSRA	4	3	2	3	3	9	5	3	7	3	3	2	3	4	31	9	3	3	1	2	2	3	2	1	2	7	4	5	3	3	3	3
