ENSG00000002330	BAD	10	7	6	5	5	6	6	10	7	6	3	9	4	7	10	3	6	4	3	9	13	3	10	3	4	8	4	7	12	8	4	3
ENSG00000016082	ISL1	0	0.9	0	0.1	0.6	0	0	0.4	2	0	0.1	0	0	0	0	0	0	0	0.9	5	9	2	0.1	0	0.7	0.5	0.1	0	7	1	0.2	0.3
ENSG00000027075	PRKCH	5	2	1	8	8	4	1	3	3	5	7	5	6	3	2	1	10	17	0.7	8	5	3	7	1	5	4	6	12	2	2	6	11
ENSG00000054983	GALC	6	10	8	10	8	7	11	7	16	7	3	12	12	5	8	2	12	5	1	8	7	9	3	1	4	15	5	8	8	15	13	4
ENSG00000057663	ATG5	8	15	11	10	13	9	8	16	13	14	9	14	10	5	9	7	9	10	3	10	12	15	6	3	6	14	13	8	12	9	15	11
ENSG00000064012	CASP8	4	3	3	13	7	27	0.8	6	7	4	4	6	5	1	3	2	6	16	0.4	3	3	7	2	0.2	4	7	3	14	5	2	3	10
ENSG00000078142	PIK3C3	3	5	5	4	4	2	5	3	2	5	3	4	4	2	4	1	4	4	0.7	3	4	3	2	1	4	3	4	4	3	5	4	3
ENSG00000079739	PGM1	44	25	25	11	15	7	10	31	28	9	17	9	15	41	22	60	22	8	8	14	22	25	7	253	10	24	16	7	14	6	14	10
ENSG00000079785	DDX1	33	34	30	30	30	19	38	37	28	31	32	31	24	32	38	17	25	24	11	29	28	36	20	34	35	30	31	21	28	32	39	32
ENSG00000085978	ATG16L1	4	5	5	8	6	13	6	7	6	7	5	5	6	3	4	3	5	10	2	5	8	7	3	3	7	6	7	7	6	10	8	7
ENSG00000091140	DLD	25	40	10	20	21	18	19	35	29	17	21	13	16	50	37	19	13	17	5	16	17	33	13	36	12	25	21	15	18	16	20	23
ENSG00000105397	TYK2	8	10	9	23	11	28	8	8	15	9	6	9	11	5	7	4	14	25	4	10	11	7	10	4	11	14	6	30	14	5	8	11
ENSG00000108561	C1QBP	17	36	15	32	22	26	21	40	29	17	24	24	14	19	33	18	12	35	5	19	22	38	12	17	14	25	20	21	22	20	18	47
ENSG00000110367	DDX6	14	15	24	20	17	24	23	16	11	18	17	15	14	11	15	8	13	25	4	12	15	14	11	7	14	13	15	23	16	16	18	28
ENSG00000111252	SH2B3	19	11	3	17	14	35	6	8	6	10	6	7	16	9	5	7	18	19	2	19	5	12	3	2	3	7	9	34	7	9	9	12
ENSG00000111540	RAB5B	22	29	37	24	31	11	39	31	25	38	44	40	31	25	26	14	34	22	7	25	36	38	19	19	40	25	37	24	30	34	32	34
ENSG00000113522	RAD50	7	8	11	10	9	3	10	10	8	10	8	11	10	5	10	6	8	8	3	7	9	10	4	2	11	9	8	8	10	11	10	8
ENSG00000113845	TIMMDC1	17	23	16	19	23	7	13	17	16	16	18	21	20	33	19	6	19	25	5	25	21	20	14	17	19	15	17	18	15	22	26	21
ENSG00000116288	PARK7	60	80	56	58	52	36	53	48	33	45	32	58	41	58	60	50	43	69	22	48	73	52	40	61	20	36	48	45	36	49	71	76
ENSG00000116711	PLA2G4A	7	11	6	8	13	3	4	6	10	10	7	20	7	2	5	0.6	5	4	2	4	6	8	0.9	0.2	8	8	10	6	5	2	2	2
ENSG00000116761	CTH	2	12	5	1	1	1	3	4	4	2	1	3	2	0.9	9	34	1	0.7	4	0.6	4	5	1	0.6	0.7	4	1	0.6	4	4	6	1
ENSG00000118680	MYL12B	118	197	106	149	191	115	69	229	210	117	171	173	150	83	171	103	208	130	27	218	135	216	76	36	119	218	111	128	178	92	173	165
ENSG00000119318	RAD23B	52	42	29	39	37	46	39	41	31	38	45	39	33	24	33	55	33	30	14	60	41	38	18	39	49	31	42	30	33	47	33	43
ENSG00000119684	MLH3	2	6	5	4	4	0.7	3	3	3	5	3	5	4	2	3	1	3	4	0.8	3	5	4	2	1	3	3	3	4	3	5	7	3
ENSG00000120053	GOT1	8	36	9	12	14	4	78	33	41	11	21	17	31	222	59	82	9	10	7	10	14	41	23	120	8	32	15	11	17	27	21	24
ENSG00000122359	ANXA11	26	7	22	24	32	30	10	29	28	16	39	34	26	34	22	5	33	19	7	24	26	27	11	13	15	30	18	20	29	8	13	22
ENSG00000122378	FAM213A	83	8	10	5	17	0.8	24	16	23	14	15	12	10	10	24	21	6	4	5	11	21	12	9	6	24	18	6	4	5	17	17	8
ENSG00000122729	ACO1	37	20	7	8	10	1	6	10	20	8	6	6	8	10	42	26	9	4	5	7	11	9	5	4	4	15	11	4	12	11	10	3
ENSG00000122971	ACADS	32	14	3	4	4	7	2	16	46	3	3	4	5	12	15	23	7	3	5	6	5	7	7	20	2	40	3	13	13	9	6	2
ENSG00000126432	PRDX5	68	168	103	70	96	133	118	177	124	75	143	214	82	133	120	49	176	73	39	122	93	185	112	107	58	137	56	93	158	87	142	85
ENSG00000127838	PNKD	7	7	5	11	8	6	7	10	8	5	3	13	13	6	14	9	12	9	2	15	22	9	5	3	3	6	5	8	19	11	11	9
ENSG00000128918	ALDH1A2	2	2	8	0.7	2	0.1	1	0.3	0.2	36	0.8	29	8	3	5	0.8	2	0.2	0.3	2	10	0.2	0.5	1	0.1	0.3	7	1	0.2	25	0.6	0.1
ENSG00000130598	TNNI2	0.3	0.1	0	1	16	4	0.1	0.3	0.3	0	2	0.1	4	0	0.2	0.2	3	1	0.2	4	0.3	0.3	2	2188	12	0.5	0.2	2	0.6	0.2	0	0.5
ENSG00000133083	DCLK1	7	1	3	2	2	0	45	1	0.5	2	2	1	5	1	0.3	0	0.6	2	0.2	0.1	2	2	0.6	0.2	1	0.9	3	2	0.7	0.9	0.5	0.8
ENSG00000134824	FADS2	3	49	3	8	7	5	21	1	6	11	1	5	4	3	1	9	6	4	0.6	9	19	2	1	0.9	3	2	14	2	2	8	1	5
ENSG00000136381	IREB2	7	12	12	10	8	8	7	9	9	11	8	9	9	4	9	5	8	13	2	10	9	9	4	3	7	9	8	12	7	10	14	10
ENSG00000136717	BIN1	8	14	8	8	9	3	25	6	5	6	6	9	8	1	15	2	5	13	1	9	10	4	3	162	2	5	5	17	7	4	5	7
ENSG00000137804	NUSAP1	2	10	4	19	7	61	2	10	11	2	8	2	3	0.6	2	3	2	34	0.2	12	1	10	0.3	2	12	11	3	4	8	13	0.9	40
ENSG00000138688	KIAA1109	7	6	14	6	8	12	8	9	6	9	5	7	8	4	9	4	7	7	2	5	7	7	4	4	7	6	7	8	6	11	11	5
ENSG00000138772	ANXA3	8	0.8	0.6	8	3	58	1	7	4	4	12	5	3	5	4	0.4	44	0.4	3	17	21	7	18	3	0.8	3	3	3	25	0.4	19	4
