ENSG00000021826	CPS1	1	0.1	2	0.2	0.3	0.1	0.9	0.4	107	1	0.8	0.4	0.9	0.3	0.6	257	0.4	0.2	0.1	1	0.4	0.3	0.2	0.1	0.9	60	1	0.5	0.4	4	0.8	0.1
ENSG00000030110	BAK1	5	14	4	19	17	17	5	23	36	5	11	7	10	7	5	2	8	18	3	9	6	20	6	5	10	27	9	17	10	6	5	20
ENSG00000064012	CASP8	4	3	3	13	7	27	0.8	6	7	4	4	6	5	1	3	2	6	16	0.4	3	3	7	2	0.2	4	7	3	14	5	2	3	10
ENSG00000072110	ACTN1	21	10	7	37	48	33	8	14	13	54	34	30	40	18	5	8	18	13	3	28	47	17	20	0.9	5	15	81	19	12	8	6	11
ENSG00000072274	TFRC	6	19	14	55	21	106	12	33	21	18	13	11	21	7	12	4	37	14	3	47	6	33	3	19	11	20	21	8	13	12	13	16
ENSG00000077514	POLD3	3	2	5	8	4	4	2	6	4	8	3	6	5	2	8	1	5	6	1	5	3	9	2	0.7	4	5	7	5	5	10	4	7
ENSG00000079459	FDFT1	18	21	16	18	18	20	29	25	31	17	21	28	15	12	16	13	29	20	4	21	26	23	17	22	17	19	16	13	22	43	16	27
ENSG00000079785	DDX1	33	34	30	30	30	19	38	37	28	31	32	31	24	32	38	17	25	24	11	29	28	36	20	34	35	30	31	21	28	32	39	32
ENSG00000100219	XBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101323	HAO1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.3	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
ENSG00000107796	ACTA2	161	72	114	254	724	1	8	154	70	1195	386	413	324	123	40	22	103	70	8	185	655	187	75	13	5	88	1767	128	48	73	35	15
ENSG00000111275	ALDH2	312	122	55	47	42	35	97	103	106	34	92	55	70	100	208	589	175	24	13	8	72	92	42	54	146	107	48	35	177	24	51	66
ENSG00000114573	ATP6V1A	14	27	9	20	19	9	83	18	14	13	18	18	21	4	60	13	20	20	4	17	16	19	18	2	22	13	14	21	17	19	32	24
