ENSG00000047249	ATP6V1H	7	15	8	7	11	8	29	7	5	10	10	9	8	7	18	3	9	7	2	9	12	7	7	4	8	5	9	8	6	9	18	8
ENSG00000076685	NT5C2	7	7	15	12	16	12	9	10	6	12	19	13	12	7	9	4	11	11	2	9	14	11	16	8	5	8	9	10	9	16	31	14
ENSG00000107959	PITRM1	13	15	18	11	11	8	11	9	9	14	11	12	12	13	10	6	11	11	3	8	15	10	8	8	11	9	12	10	10	22	13	9
ENSG00000108064	TFAM	8	11	11	13	10	10	6	12	11	11	8	11	7	5	11	8	8	15	2	11	11	12	6	3	7	10	8	10	8	17	13	14
ENSG00000113790	EHHADH	6	2	2	2	4	0.4	2	11	15	2	4	3	4	5	92	127	3	1	2	2	5	7	3	0.3	3	8	2	3	6	2	5	2
ENSG00000116260	QSOX1	7	12	20	16	30	22	5	23	18	8	27	20	49	13	6	3	44	4	12	33	13	27	5	2	12	16	14	8	63	29	5	5
ENSG00000116748	AMPD1	0.1	0	1	0.5	1	0.2	0	4	15	0.4	0.6	0.4	0.2	0	0.2	0.1	0.5	0.5	0	0	0.2	5	3	175	0	6	0	1	4	0.1	0	3
ENSG00000118137	APOA1	0.3	0.3	7	2	0	0	0	0	679	0.5	0	3	0.8	9	0.5	3693	0.2	0.3	0.1	0.4	0.2	0.1	0	0	0	1764	0.7	1	7	150	0.7	0
ENSG00000119125	GDA	0.1	1	0	0.6	4	0	41	6	52	2	0.1	5	9	0	18	12	0.1	0	0.5	0.9	0.1	6	0	0.4	0.4	56	0.2	0	2	0.7	0	3
ENSG00000119318	RAD23B	52	42	29	39	37	46	39	41	31	38	45	39	33	24	33	55	33	30	14	60	41	38	18	39	49	31	42	30	33	47	33	43
ENSG00000127314	RAP1B	12	10	6	18	15	15	5	11	7	13	6	7	13	3	7	7	13	18	2	11	8	10	3	1	5	10	12	13	10	9	8	17
ENSG00000134480	CCNH	10	10	5	8	6	12	8	6	5	6	4	5	7	3	6	5	5	8	2	6	8	7	4	2	4	5	5	6	6	19	8	8
ENSG00000135046	ANXA1	171	19	33	106	54	462	3	24	18	43	1714	87	94	17	9	7	114	24	5	160	49	34	27	3	41	25	66	18	21	5	62	411
ENSG00000135837	CEP350	5	5	8	8	7	8	5	7	5	6	6	6	6	3	5	3	4	9	2	5	5	6	3	3	7	7	5	7	5	19	7	7
ENSG00000140945	CDH13	5	0.7	0.8	1	2	0	13	1	0.5	14	2	2	2	11	1	0.2	5	0.5	0.1	2	1	1	0.2	6	6	0.7	7	1	0.2	0.7	1	0.9
ENSG00000147416	ATP6V1B2	11	29	10	31	15	18	60	13	15	11	13	11	16	8	40	7	20	18	3	16	11	16	7	6	18	21	13	21	10	27	12	18
ENSG00000152705	CATSPER3	0.1	0.4	0.5	0.1	0.2	0.3	0.2	0.2	0.4	0.2	0.1	0.6	0	0.1	0.3	0.2	0.1	0.2	0.1	0.1	0.3	0.3	0.2	0.7	0.3	0.3	0.1	0.2	0.4	12	0.3	0.3
ENSG00000153956	CACNA2D1	6	10	5	3	5	0	16	2	3	6	3	3	4	11	5	0.5	2	1	0.3	2	8	2	0.6	20	3	2	6	2	4	3	10	2
ENSG00000161203	AP2M1	40	101	61	59	70	55	108	39	51	61	60	60	61	66	42	20	50	50	10	85	57	44	35	16	45	49	71	51	39	47	51	55
ENSG00000164924	YWHAZ	75	68	60	95	104	92	144	120	78	91	212	81	115	28	41	25	65	105	14	81	69	113	25	6	124	93	82	72	92	52	83	152
ENSG00000165953	SERPINA12	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0	0	0	0	0	0	140	0	0	0	0	0.1	0	0.2
ENSG00000166128	RAB8B	20	13	24	28	22	37	13	9	14	16	11	11	21	5	8	5	18	37	2	20	12	9	4	0.8	6	14	14	29	10	12	11	30
ENSG00000166743	ACSM1	0	0.1	3	0.1	0.3	1	0	0.3	0.3	0.7	0.2	0.5	0.2	0.1	0.3	2	0.3	0.2	0.4	0	3	0.5	0.4	0.1	0.2	0.5	0.7	0.3	0.4	2	0.2	0.2
ENSG00000175595	ERCC4	1	2	3	2	2	0.4	2	1	1	2	2	3	2	2	2	0.6	2	2	0.5	1	3	1	1	0.8	2	1	2	2	1	5	3	2
ENSG00000189283	FHIT	0.8	2	1	2	0.8	1	1	0.7	1	0.7	0.5	2	4	1	3	0.5	0.6	3	0.5	0.6	0.9	1	1	0.6	0.9	0.9	0.8	2	1	1	2	1
ENSG00000205560	CPT1B	0.5	0.8	0.2	1	1	1	0.4	0.5	2	0.3	0.9	0.5	1	3	0.4	0.1	0.5	2	0.2	1	0.7	1	0.6	1	1	1	0.4	2	2	3	1	1
