ENSG00000000003	TSPAN6	10	9	28	3	25	0.2	4	23	11	14	18	35	14	2	16	22	7	2	4	9	14	22	23	0.6	3	8	5	5	8	19	13	5
ENSG00000000005	TNMD	7	0.2	2	0.7	0.2	0	0	0.5	0.1	0.2	0.2	0.1	0.2	0.4	0.2	0	0	0	0.1	1	1	0.4	0.2	0	0.1	0.1	0.4	0.2	0	0.1	0.1	0.1
ENSG00000000419	DPM1	25	40	26	29	33	28	16	28	24	31	29	25	28	25	20	16	22	38	10	30	29	28	15	13	22	27	24	27	23	37	35	37
ENSG00000000457	SCYL3	2	3	4	4	4	1	2	4	3	4	3	4	4	1	3	2	3	5	1	3	4	4	2	1	4	3	3	4	4	4	4	4
ENSG00000000460	C1ORF112	0.7	0.9	1	2	1	2	0.6	1	1	2	1	0.9	1	0.3	0.5	0.6	0.9	2	0.2	2	1	2	0.4	0.1	1	1	1	1	0.8	5	0.8	3
ENSG00000000938	FGR	5	3	0.8	49	9	101	2	2	2	3	4	3	9	0.8	1	2	21	18	1	5	2	2	1	0.3	2	3	5	50	2	1	2	12
ENSG00000000971	CFH	25	19	47	17	47	0.4	4	21	11	6	26	6	58	19	7	261	17	10	2	6	6	33	8	1	13	19	9	5	22	6	9	7
ENSG00000001036	FUCA2	18	25	21	20	26	12	7	29	27	23	8	19	23	12	28	13	19	10	7	32	17	38	7	1	6	27	20	18	26	10	22	13
ENSG00000001084	GCLC	8	6	3	6	14	8	10	8	13	7	12	26	10	3	9	27	3	7	1	3	8	9	3	1	7	10	5	14	10	4	11	8
ENSG00000001167	NFYA	7	7	16	12	11	15	8	9	7	15	7	10	11	4	6	4	10	16	2	9	11	11	4	2	8	8	10	11	9	35	15	16
ENSG00000001460	STPG1	1	1	1	0.8	1	0.4	2	2	1	1	1	5	1	0.7	1	0.2	2	0.7	0.4	0.5	2	2	0.6	0.2	1	1	1	0.7	1	9	2	1
ENSG00000001461	NIPAL3	3	3	4	4	5	1	20	7	5	3	5	8	5	4	6	0.5	7	5	2	2	22	7	4	0.9	5	5	4	4	6	3	15	6
ENSG00000001497	LAS1L	6	7	14	8	6	9	9	5	5	14	6	11	5	3	6	3	7	11	2	7	8	7	5	3	9	5	7	9	6	17	7	10
ENSG00000001561	ENPP4	12	14	2	8	8	23	18	12	10	4	5	11	7	8	15	4	18	7	3	3	15	12	12	8	1	9	5	13	10	9	12	5
ENSG00000001617	SEMA3F	6	2	0.6	4	12	0.8	0.6	3	6	3	24	10	4	3	6	0.7	12	1	0.8	17	10	3	6	1	29	7	4	16	6	1	8	5
ENSG00000001626	CFTR	0.1	0	0.1	2	1	0	0.5	29	23	0.7	0.3	1	34	0	0.5	0.5	5	0	36	0.1	1	30	6	0	0.1	8	0.2	0.1	2	0.6	0.1	0.2
ENSG00000001629	ANKIB1	9	10	11	10	14	4	16	11	9	12	10	10	12	5	19	4	9	11	3	9	9	10	7	2	12	10	11	11	9	19	15	10
ENSG00000001630	CYP51A1	0.5	3	1	0.7	0.8	0.7	2	1	3	0.8	2	0.7	0.7	0.7	1	2	3	0.5	0.8	0.8	1	1	0.6	0.1	0.4	1	0.8	0.8	3	6	1	0.6
ENSG00000001631	KRIT1	6	8	11	8	8	3	7	6	7	11	6	9	8	6	7	4	8	10	2	7	8	8	5	3	9	7	7	10	7	15	12	7
ENSG00000002016	RAD52	2	3	7	3	3	1	3	3	4	5	2	5	3	1	2	0.8	3	4	1	3	4	4	2	3	6	4	3	4	3	4	5	3
ENSG00000002330	BAD	10	7	6	5	5	6	6	10	7	6	3	9	4	7	10	3	6	4	3	9	13	3	10	3	4	8	4	7	12	8	4	3
ENSG00000002549	LAP3	34	25	12	60	34	18	19	27	33	19	19	23	37	18	41	40	47	50	4	31	18	27	15	9	14	27	27	43	22	27	21	45
ENSG00000002586	CD99	67	20	63	36	47	15	23	40	36	55	48	49	71	32	11	24	41	38	17	45	71	39	16	12	39	46	52	46	34	55	17	34
ENSG00000002587	HS3ST1	0.4	1	16	1	3	0.4	1	0.9	0.8	1	2	1	8	0.2	0.7	0.1	0.7	0.8	0.1	0.4	0.7	0.9	0.6	0	0.1	0.7	0.8	1	1	0.8	0.3	1
ENSG00000002726	AOC1	0.2	0	0.2	5	0.7	0.4	0	87	91	0.2	0.4	0.1	0.6	0.1	96	0	0.2	0.6	0.1	182	0.7	48	0.1	0	0.7	105	0.9	0.1	15	2	0.1	1
ENSG00000002745	WNT16	0	0.2	0	0.4	0.3	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0	0	0.7	0	0.4	0.4	0.2	0	0	16	0.1	0.2	0.6	0	0.1	0	0.3
ENSG00000002746	HECW1	0	0	0.1	0	0.1	0	4	0	0	0.1	0.1	0	0.5	0	4	0	0.1	0	0	0	0.4	0.1	0	0	0	0	0	0	0.1	0.6	0.1	0
ENSG00000002822	MAD1L1	2	1	2	3	2	3	2	1	2	2	1	2	1	1	2	1	2	4	0.4	2	2	1	1	1	2	1	2	4	2	5	1	2
ENSG00000002834	LASP1	35	12	22	37	29	40	23	42	55	20	15	27	30	8	23	16	34	38	6	31	12	46	11	3	20	72	24	37	41	8	13	39
ENSG00000002919	SNX11	7	5	4	10	7	7	6	6	4	4	6	6	5	3	6	3	6	11	2	6	5	6	3	2	5	5	9	11	5	7	10	15
ENSG00000002933	TMEM176A	7	6	14	30	15	0.5	3	26	24	3	3	7	22	5	55	75	8	13	1	12	2	32	1	0.4	2	44	4	9	10	2	0.7	13
ENSG00000003056	M6PR	18	22	19	40	32	18	17	25	17	24	18	27	25	16	22	11	28	40	5	23	19	25	16	5	16	19	25	39	22	24	34	37
ENSG00000003096	KLHL13	0.7	3	3	1	3	0.1	2	2	1	13	2	5	3	2	4	0.9	0.5	0.3	0.5	0.5	2	2	0.6	0.5	0.2	2	15	0.6	0.6	2	0.2	0.4
ENSG00000003137	CYP26B1	10	2	3	2	1	0	4	0.8	2	0.8	2	1	0.3	2	5	0.3	3	3	0.1	3	0.9	0.8	1	0.2	15	1	0.9	0.8	0.2	12	5	2
ENSG00000003147	ICA1	5	3	0.5	3	6	7	6	7	6	3	3	6	5	9	4	0.6	6	4	4	3	8	9	8	0.4	8	6	2	4	12	15	5	4
ENSG00000003249	DBNDD1	0.3	2	1	0.9	0.5	0.1	6	0.5	0.5	0.3	5	1	1	0.7	2	0.5	1	2	1	0.1	2	0.4	3	5	1	0.3	0.3	0.6	2	0.4	0.8	2
ENSG00000003393	ALS2	3	3	3	3	3	2	5	3	4	4	2	4	4	6	5	5	4	2	0.8	4	3	3	1	3	4	4	4	3	3	4	4	2
ENSG00000003400	CASP10	4	0.9	0.5	5	6	7	1	7	11	2	3	4	5	1	2	1	6	4	0.5	4	1	8	1	0.8	3	8	3	11	5	0.5	3	5
ENSG00000003402	CFLAR	17	9	5	17	9	14	3	9	9	12	7	8	11	11	10	5	17	14	2	10	10	9	6	6	8	10	9	16	9	4	11	11
